player_id,game_id,stl,blk
2738,21901306,2,1
101108,21901306,1,0
201609,21901306,2,0
202710,21901306,2,0
203086,21901306,1,0
203500,21901306,1,0
203524,21901306,2,0
1627846,21901306,1,0
1627884,21901306,1,0
1628390,21901306,1,1
1628977,21901306,1,0
1628983,21901306,0,1
1628985,21901306,1,1
1629216,21901306,3,0
1629639,21901306,1,1
1629647,21901306,1,1
2546,21901309,1,0
202355,21901309,1,2
203081,21901309,2,0
203468,21901309,3,1
203994,21901309,1,0
204020,21901309,1,0
1627747,21901309,2,1
1628386,21901309,0,3
1629018,21901309,2,1
1629066,21901309,0,1
1629725,21901309,2,0
201229,21901311,1,0
201572,21901311,0,1
201577,21901311,0,1
202339,21901311,2,0
203648,21901311,1,0
203937,21901311,2,1
1626192,21901311,1,0
1628391,21901311,1,0
1628412,21901311,1,1
1628415,21901311,0,1
1628425,21901311,1,0
1628978,21901311,1,0
1629634,21901311,1,1
201937,21901313,1,0
203077,21901313,0,1
203504,21901313,1,0
1626153,21901313,1,0
1628467,21901313,0,1
1628499,21901313,0,2
1628969,21901313,0,1
1628975,21901313,1,1
1629028,21901313,2,1
1629029,21901313,1,0
1629661,21901313,2,1
204060,21901314,1,0
1626220,21901314,0,2
1627751,21901314,1,2
1628396,21901314,0,1
1628430,21901314,2,0
1629002,21901314,1,1
1629022,21901314,1,0
1629234,21901314,0,4
1629625,21901314,1,0
1629640,21901314,1,0
1629671,21901314,1,0
1629677,21901314,0,1
1629714,21901314,1,1
1629752,21901314,1,1
201149,21901317,1,0
203210,21901317,1,0
203457,21901317,0,1
203460,21901317,0,1
203471,21901317,1,0
203488,21901317,0,1
203585,21901317,2,0
1627826,21901317,0,1
1628977,21901317,0,1
1628983,21901317,1,0
1628985,21901317,3,0
1629599,21901317,4,1
1629611,21901317,2,0
1629647,21901317,0,2
200794,21901318,2,1
201188,21901318,1,1
203486,21901318,0,4
203584,21901318,1,0
1626169,21901318,1,1
1626178,21901318,0,1
1626181,21901318,1,1
1626259,21901318,1,0
1627750,21901318,1,0
1628408,21901318,2,0
1628420,21901318,0,1
1628449,21901318,0,1
1628778,21901318,1,0
1628966,21901318,1,2
1629056,21901318,2,0
1629076,21901318,2,0
1629626,21901318,0,3
1629744,21901318,1,0
